listing_id,url,raw_content_chars,content_chars,has_raw_content,error,raw_content_snippet
7916478465,https://sfbay.craigslist.org/pen/cto/d/south-san-francisco-2021-bmw-m5/7916478465.html,7130,0,True,,"2021 bmw m5 for sale by owner - South San Francisco, CA - craigslist =============== [CL](https://sfbay.craigslist.org/) *   [SF bay area](https://sfbay.craigslist.org/)>  *   [peninsula](https://sfbay.craigslist.org/pen…"
7916463993,https://sfbay.craigslist.org/eby/ctd/d/san-ramon-2020-bmw-m5-competition/7916463993.html,10971,0,True,,"2020 BMW M5 COMPETITION PACKAGE ***M for sale - San Ramon, CA - craigslist =============== [CL](https://sfbay.craigslist.org/) *   [SF bay area](https://sfbay.craigslist.org/)>  *   [east bay](https://sfbay.craigslist.or…"
7914172209,https://sfbay.craigslist.org/sfc/ctd/d/san-francisco-2025-bmw-m5-touring/7914172209.html,20064,0,True,,"2025 BMW M5 Touring hybrid for sale - San Francisco, CA - craigslist =============== [CL](https://sfbay.craigslist.org/) *   [SF bay area](https://sfbay.craigslist.org/)>  *   [san francisco](https://sfbay.craigslist.org…"
7917466486,https://monterey.craigslist.org/ctd/d/gilroy-2018-bmw-m550i-550-m-550-xdrive/7917466486.html,36195,0,True,,"2018 BMW M550i xDrive M-SPORT for sale - Gilroy, CA - craigslist =============== [CL](https://monterey.craigslist.org/) *   [monterey](https://monterey.craigslist.org/)>  *   [for sale by dealer](https://monterey.craigsl…"
7917830903,https://sfbay.craigslist.org/sby/ctd/d/gilroy-2018-bmw-m550i-550-m-550-xdrive/7917830903.html,35529,0,True,,"2018 BMW M550i xDrive for sale - Gilroy, CA - craigslist =============== [CL](https://sfbay.craigslist.org/) *   [SF bay area](https://sfbay.craigslist.org/)>  *   [south bay](https://sfbay.craigslist.org/sby/)>  *   [fo…"
7914707161,https://sfbay.craigslist.org/sfc/cto/d/san-francisco-2006-bmw-m5/7914707161.html,7484,0,True,,"2006 BMW M5 for sale by owner - San Francisco, CA - craigslist =============== [CL](https://sfbay.craigslist.org/) *   [SF bay area](https://sfbay.craigslist.org/)>  *   [san francisco](https://sfbay.craigslist.org/sfc/)…"
7913092281,https://sfbay.craigslist.org/sby/cto/d/san-jose-2014-bmw-m5-competition/7913092281.html,9327,0,True,,"2014 bmw m5 for sale by owner - San Jose, CA - craigslist =============== [CL](https://sfbay.craigslist.org/) *   [SF bay area](https://sfbay.craigslist.org/)>  *   [south bay](https://sfbay.craigslist.org/sby/)>  *   [f…"
7916260456,https://sfbay.craigslist.org/scz/ctd/d/gilroy-2018-bmw-m550i-550-m-550-xdrive/7916260456.html,36342,0,True,,"2018 BMW M550i xDrive M-SPORT for sale - Gilroy, CA - craigslist =============== [CL](https://sfbay.craigslist.org/) *   [SF bay area](https://sfbay.craigslist.org/)>  *   [santa cruz](https://sfbay.craigslist.org/scz/)>…"
7915710398,https://monterey.craigslist.org/ctd/d/gilroy-2018-bmw-m550i-550-m-550-xdrive/7915710398.html,35386,0,True,,"2018 BMW M550i xDrive for sale - Gilroy, CA - craigslist =============== [CL](https://monterey.craigslist.org/) *   [monterey](https://monterey.craigslist.org/)>  *   [for sale by dealer](https://monterey.craigslist.org/…"
7917308321,https://sfbay.craigslist.org/sfc/ctd/d/west-hollywood-2003-bmw-m5-sedan-carbon/7917308321.html,10649,0,True,,"2003 BMW M5 for sale - West Hollywood, CA - craigslist =============== [CL](https://sfbay.craigslist.org/) *   [SF bay area](https://sfbay.craigslist.org/)>  *   [san francisco](https://sfbay.craigslist.org/sfc/)>  *   […"
